Asset Tag,Model,Serial,Username,Active Directory Last Logon,Success
1TKDCP2 - UNKNOWN,Optiplex 7050,1TKDCP2,,1/19/2020 11:00:34 AM,Success
HSHF482 - UNKNOWN,Optiplex 7020,HSHF482,,1/23/2020 12:39:10 PM,Success
CG50S22 - UNKNOWN,Optiplex 7020,CG50S22,,2/10/2020 6:29:59 PM,Success
6QBSRN2 - UNKNOWN,Latitude 5290,6QBSRN2,,2/5/2020 9:50:28 PM,Success
4QW0DH2 - UNKNOWN,Optiplex 7040,4QW0DH2,,2/6/2020 3:01:01 AM,Success
DWZJ4V1 - UNKNOWN,OptiPlex 990,DWZJ4V1,,2/8/2020 9:27:12 AM,Success
1RJ0ZQ1 - UNKNOWN,Fahad - Graduate Student,1RJ0ZQ1,,,Success
GFBXJN1 - UNKNOWN,Optiplex 780,GFBXJN1,,2/6/2020 7:44:45 PM,Success
STPHAR-5J9JGM1 - UNKNOWN,Optiplex 780,STPHAR-5J9JGM1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
STNEAG-DNLL4Q2 - UNKNOWN,Latitude 7480,STNEAG-DNLL4Q2,,2/7/2020 12:58:52 AM,Success
4M2XHQ2 - UNKNOWN,Optiplex 7060,4M2XHQ2,,2/10/2020 12:35:07 PM,Success
CY3P1R1 - UNKNOWN,Optiplex 790,CY3P1R1,,2/8/2020 4:15:01 AM,Success
2F7NN22 - UNKNOWN,Optiplex 7010,2F7NN22,,2/9/2020 6:42:25 PM,Success
F48WMN2 - UNKNOWN,Optiplex 7050,F48WMN2,,1/19/2020 7:22:39 PM,Success
14JSX12 - UNKNOWN,Optiplex 7010,14JSX12,,2/9/2020 3:51:20 AM,Success
6KTKFB2 - UNKNOWN,Optiplex 7020,6KTKFB2,,2/9/2020 7:10:04 PM,Success
41BJGK2 - UNKNOWN,Optiplex 7050,41BJGK2,,1/16/2020 2:59:33 PM,Success
HDYC382 - UNKNOWN,Optiplex 7020,HDYC382,,2/10/2020 7:47:39 PM,Success
B40TJB2 - UNKNOWN,Optiplex 7040,B40TJB2,,2/2/2020 7:07:26 PM,Success
6MDFXK2 - UNKNOWN,Optiplex 7050,6MDFXK2,,12/10/2019 12:38:52 PM,Success
C3K9RD2 - UNKNOWN,Optiplex 7040,C3K9RD2,,2/5/2020 12:59:25 PM,Success
8GHFC42 - UNKNOWN,Optiplex 7020,8GHFC42,,2/10/2020 7:00:59 PM,Success
631C082 - UNKNOWN,Optiplex 7020,631C082,,2/6/2020 2:09:18 PM,Success
75GD482 - UNKNOWN,Optiplex 7040,75GD482,,2/5/2020 4:37:28 AM,Success
7FLRXM2 - UNKNOWN,Optiplex 7040,7FLRXM2,,2/6/2020 8:02:05 AM,Success
1002Z12 - UNKNOWN,Optiplex 7010,1002Z12,,2/7/2020 4:55:49 PM,Success
14JRX12 - UNKNOWN,Optiplex 7010,14JRX12,,2/10/2020 7:51:41 PM,Success
8M5RGB2 - UNKNOWN,Optiplex 7020,8M5RGB2,,2/11/2020 1:39:14 AM,Success
149GX12 - UNKNOWN,Optiplex 7010,149GX12,,2/7/2020 10:07:16 PM,Success
8ZJBXK2 - UNKNOWN,Optiplex 7050,8ZJBXK2,,12/29/2019 7:02:26 PM,Success
14HSX12 - UNKNOWN,Optiplex 7010,14HSX12,,2/10/2020 6:05:13 PM,Success
7FNLXM2 - UNKNOWN,Optiplex 7050,7FNLXM2,,12/30/2019 1:28:13 AM,Success
2R9DXD2 - UNKNOWN,Optiplex 7040,2R9DXD2,,2/7/2020 1:32:33 AM,Success
5H40GX1 - UNKNOWN,Optiplex 7010,5H40GX1,,1/28/2020 9:17:13 PM,Success
C10170,Optiplex 7010,14CFX12,gmw02002,2/10/2020 8:44:51 PM,Success
F1VV2H2 - UNKNOWN,Latitude E7470,F1VV2H2,,2/11/2020 2:02:09 AM,Success
GQRRD42 - UNKNOWN,Optiplex 9020,GQRRD42,,2/10/2020 7:42:55 PM,Success
JWDNM22 - UNKNOWN,Optiplex 7010,JWDNM22,,2/10/2020 7:43:47 PM,Success
14GFX12 - UNKNOWN,Optiplex 7010,14GFX12,,2/10/2020 10:07:12 PM,Success
F06J0Q2 - UNKNOWN,Precision 5820,F06J0Q2,,2/11/2020 1:27:04 AM,Success
F3WFCP2 - UNKNOWN,Optiplex 7050,F3WFCP2,,12/29/2019 2:01:18 AM,Success
84J8HR2 - UNKNOWN,Precision 3530,84J8HR2,,2/10/2020 6:00:12 PM,Success
6L4WBH2 - UNKNOWN,Optiplex 7040,6L4WBH2,,2/7/2020 12:55:46 AM,Success
4N0X0R1 - UNKNOWN,Optiplex 790,4N0X0R1,,2/6/2020 7:01:42 PM,Success
H04XCP2 - UNKNOWN,Optiplex 7050,H04XCP2,,12/29/2019 5:40:49 PM,Success
981H1G1 - UNKNOWN,Optiplex 755,981H1G1,,,Success
7JC6MN2 - UNKNOWN,Optiplex 7050,7JC6MN2,,12/29/2019 11:00:40 AM,Success
1JQ2W52 - UNKNOWN,Optiplex 9020,1JQ2W52,,2/7/2020 11:07:59 AM,Success
2NVFPN2 - UNKNOWN,DR #3,2NVFPN2,,,Success
C10177,Optiplex 7010,G6KPHX1,,12/1/2019 11:08:21 AM,Success
F457CP2 - UNKNOWN,Optiplex 7050,F457CP2,,1/18/2020 8:38:46 PM,Success
6VVX482 - UNKNOWN,Optiplex 7020,6VVX482,,2/10/2020 8:47:41 PM,Success
6J8ZBH2 - UNKNOWN,Optiplex 7040,6J8ZBH2,,2/6/2020 9:25:49 PM,Success
4FMJFB2 - UNKNOWN,Optiplex 7040,4FMJFB2,,2/6/2020 9:06:53 AM,Success
7TH9YJ2 - UNKNOWN,Optiplex 3040,7TH9YJ2,,2/11/2020 12:07:55 AM,Success
93KDW52 - UNKNOWN,Optiplex 9020,93KDW52,,2/10/2020 5:06:08 AM,Success
C10172,Optiplex 7020,C4SWR22,,2/7/2020 9:45:15 AM,Success
7WBV942 - UNKNOWN,Optiplex 9020,7WBV942,,2/10/2020 10:26:14 PM,Success
HG49HQ1 - UNKNOWN,Optiplex 780,HG49HQ1,,2/6/2020 5:25:21 AM,Success
C2WJCH2 - UNKNOWN,Optiplex 7040,C2WJCH2,,2/6/2020 9:55:03 PM,Success
7ZBMJ02 - UNKNOWN,Optiplex 7010,7ZBMJ02,,2/10/2020 6:47:30 PM,Success
C4JCJB2 - UNKNOWN,Optiplex 7040,C4JCJB2,,2/6/2020 8:18:02 PM,Success
56DNMR2 - UNKNOWN,Optiplex 7060,56DNMR2,,2/10/2020 3:37:51 AM,Success
7JB9MN2 - UNKNOWN,Optiplex 7050,7JB9MN2,,1/20/2020 1:27:24 AM,Success
BT2YHB2 - UNKNOWN,Optiplex 7020,BT2YHB2,,2/10/2020 11:50:53 AM,Success
F5FFPD2 - UNKNOWN,Optiplex 7040,F5FFPD2,,2/6/2020 7:47:39 PM,Success
14FJX12 - UNKNOWN,Optiplex 7010,14FJX12,,2/7/2020 7:50:54 PM,Success
BVJMWR1 - UNKNOWN,OptiPlex 990,BVJMWR1,,9/27/2019 7:56:33 AM,Success
7FNMXM2 - UNKNOWN,Optiplex 7050,7FNMXM2,,1/19/2020 10:14:26 PM,Success
CYJYM22 - UNKNOWN,Optiplex 7010,CYJYM22,,2/10/2020 7:39:59 PM,Success
FS74LS1 - UNKNOWN,Optiplex 790,FS74LS1,,2/11/2020 1:34:40 AM,Success
56T34G1 - UNKNOWN,Optiplex 755,56T34G1,,,Success
C6RKSF2 - UNKNOWN,Latitude E7470,C6RKSF2,,2/10/2020 8:52:43 PM,Success
7FQLXM2 - UNKNOWN,Optiplex 7050,7FQLXM2,,1/19/2020 4:37:10 PM,Success
1NHKLR2 - UNKNOWN,Optiplex 7060,1NHKLR2,,2/11/2020 1:10:29 AM,Success
CTCSKB2 - UNKNOWN,Optiplex 7040,CTCSKB2,,2/5/2020 3:31:32 PM,Success
D03196,Optiplex 7040,7Q0DHH2,,2/6/2020 7:07:06 PM,Success
G5N7QD2 - UNKNOWN,Optiplex 7040,G5N7QD2,,2/6/2020 11:22:59 AM,Success
4151WP2 - UNKNOWN,Optiplex 7050,4151WP2,,1/19/2020 4:42:09 AM,Success
CHXJR22 - UNKNOWN,Optiplex 7020,CHXJR22,,2/10/2020 9:05:09 PM,Success
3R8RWR1 - UNKNOWN,OptiPlex 990,3R8RWR1,,12/19/2019 3:04:28 AM,Success
B2WPKM1 - UNKNOWN,Optiplex 960,B2WPKM1,,,Success
D00778,Latitude E5450,18GYF72,vig11002,2/3/2020 8:39:37 PM,Success
CGNQXM2 - UNKNOWN,Optiplex 7050,CGNQXM2,,1/19/2020 7:00:34 PM,Success
14CTX12 - UNKNOWN,Optiplex 7010,14CTX12,,2/10/2020 6:36:05 PM,Success
9LKBFQ1 - UNKNOWN,Optiplex 780,9LKBFQ1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
3GJNCP2 - UNKNOWN,Optiplex 7050,3GJNCP2,,1/17/2020 4:43:43 AM,Success
F3SBCP2 - UNKNOWN,Optiplex 7050,F3SBCP2,,1/14/2020 3:00:30 AM,Success
94NTQD2 - UNKNOWN,Optiplex 7040,94NTQD2,,2/7/2020 12:58:08 AM,Success
61BZ7M2 - UNKNOWN,Optiplex 7050,61BZ7M2,,1/20/2020 1:12:47 AM,Success
7FMLXM2 - UNKNOWN,Optiplex 7050,7FMLXM2,,1/16/2020 4:41:51 AM,Success
G3N3CM2 - UNKNOWN,Optiplex 7050,G3N3CM2,,1/17/2020 1:03:24 PM,Success
8BQ6XK2 - UNKNOWN,Optiplex 7050,8BQ6XK2,,1/9/2020 3:35:53 PM,Success
CGM4XQ2 - UNKNOWN,Optiplex 7050,CGM4XQ2,,1/17/2020 4:20:42 PM,Success
496FHL2 - UNKNOWN,Optiplex 7050,496FHL2,,1/17/2020 11:05:50 AM,Success
CC9SC42 - UNKNOWN,Optiplex 7020,CC9SC42,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
JXV1B42 - UNKNOWN,Optiplex 9020,JXV1B42,,2/7/2020 6:01:08 PM,Success
1X8QQW1 - UNKNOWN,Optiplex 9010,1X8QQW1,,2/9/2020 8:43:45 PM,Success
4MP3DD2 - UNKNOWN,Optiplex 7040,4MP3DD2,,2/6/2020 3:16:44 AM,Success
H06RQG2 - UNKNOWN,Optiplex 7040,H06RQG2,,2/7/2020 1:18:09 AM,Success
BRDLQ22 - UNKNOWN,Optiplex 7020,BRDLQ22,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
BT03CM2 - UNKNOWN,Optiplex 750,BT03CM2,,,Success
H0LRXK2 - UNKNOWN,Optiplex 7050,H0LRXK2,,1/18/2020 2:31:06 PM,Success
C4HT5Q2 - UNKNOWN,Precision 5520,C4HT5Q2,,,Success
3R2PWR1 - UNKNOWN,OptiPlex 990,3R2PWR1,,8/14/2019 6:37:10 AM,Success
3P25XL1 - UNKNOWN,Optiplex 960,3P25XL1,,,Success
4Q7NCZ1 - UNKNOWN,near Maxine,4Q7NCZ1,,,Success
8HLHHH2 - UNKNOWN,Optiplex 7040,8HLHHH2,,2/5/2020 4:08:22 PM,Success
1MKGCX1 - UNKNOWN,Optiplex 7010,1MKGCX1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
F47WMN2 - UNKNOWN,Optiplex 7050,F47WMN2,,1/18/2020 4:23:04 PM,Success
4F8W5H2 - UNKNOWN,Latitude 7480,4F8W5H2,,2/5/2020 4:22:39 PM,Success
D03658,Latitude 7480,71ZW7H2,obc17002,2/7/2020 1:27:01 AM,Success
FJ5TKH2 - UNKNOWN,Precision Tower 5810,FJ5TKH2,,,Success
HGY5TD2 - UNKNOWN,Optiplex 7040,HGY5TD2,,2/6/2020 7:48:05 PM,Success
7Q3DKH2 - UNKNOWN,Optiplex 7050,7Q3DKH2,,2/8/2020 3:50:47 AM,Success
F465CP2 - UNKNOWN,Optiplex 7050,F465CP2,,2/9/2020 10:06:49 PM,Success
MJ06NJNF - UNKNOWN,Lenovo M710Q,MJ06NJNF,,,Success
1G0BYJ2 - UNKNOWN,Optiplex 7050,1G0BYJ2,,2/7/2020 1:47:58 PM,Success
SP015476565353 - UNKNOWN,Surface Pro 4,SP015476565353,,,Success
5QFWBH2 - UNKNOWN,Optiplex 7040,5QFWBH2,,2/6/2020 7:48:50 PM,Success
GDM5QD2 - UNKNOWN,Optiplex 7040,GDM5QD2,,2/6/2020 11:54:21 PM,Success
CBD99Y1 - UNKNOWN,Optiplex 7010,CBD99Y1,,2/10/2020 7:05:07 PM,Success
7FPQXM2 - UNKNOWN,Optiplex 7050,7FPQXM2,,2/9/2020 8:36:31 PM,Success
44GQBY1 - UNKNOWN,Optiplex 7010,44GQBY1,,8/23/2019 9:36:39 AM,Success
9HCW8Y1 - UNKNOWN,Optiplex 9010,9HCW8Y1,,11/23/2019 12:12:08 PM,Success
9N6VMN2 - UNKNOWN,Optiplex 7050,9N6VMN2,,2/6/2020 12:43:15 PM,Success
6VWL482 - UNKNOWN,Optiplex 7020,6VWL482,,2/10/2020 6:03:07 PM,Success
HSK9482 - UNKNOWN,Optiplex 7020,HSK9482,,2/10/2020 5:57:39 PM,Success
JHYRDZ1 - UNKNOWN,Optiplex 7010,JHYRDZ1,,2/10/2020 11:31:39 AM,Success
CYJXM22 - UNKNOWN,Optiplex 7010,CYJXM22,,2/4/2020 1:20:07 PM,Success
148GX12 - UNKNOWN,Optiplex 7010,148GX12,,2/6/2020 6:07:11 AM,Success
B1JRCH2 - UNKNOWN,Precision 3420,B1JRCH2,,,Success
CP0VQ32 - UNKNOWN,Latitute E5440,CP0VQ32,,,Success
FSF1PF2 - UNKNOWN,Latitude E7470,FSF1PF2,,2/10/2020 5:49:18 PM,Success
CWN2XV1 - UNKNOWN,Optiplex 9010,CWN2XV1,,2/9/2020 10:19:21 PM,Success
B66SQC2 - UNKNOWN,Latitude E7270,B66SQC2,,2/6/2020 3:00:41 AM,Success
C40CMN2 - UNKNOWN,Optiplex 7050,C40CMN2,,2/7/2020 3:36:54 PM,Success
2SMDRP2 - UNKNOWN,Optiplex 7050,2SMDRP2,,1/29/2020 11:58:07 PM,Success
CYJBN22 - UNKNOWN,Optiplex 7010,CYJBN22,,2/10/2020 9:00:58 PM,Success
H3P9SW1 - UNKNOWN,Optiplex 7010,H3P9SW1,,2/10/2020 7:12:48 PM,Success
8BN3XK2 - UNKNOWN,Optiplex 7050,8BN3XK2,,1/28/2020 11:57:43 PM,Success
7428TQ2 - UNKNOWN,Latitude 7490,7428TQ2,,2/6/2020 3:32:22 PM,Success
GJ861S2 - UNKNOWN,Precision 3630,GJ861S2,,1/17/2020 4:53:18 PM,Success
3VYTQP2 - UNKNOWN,Optiplex 5050,3VYTQP2,,,Success
7YJPHL2 - UNKNOWN,Optiplex 7050,7YJPHL2,,1/29/2020 9:33:25 AM,Success
29V2FB2 - UNKNOWN,Optiplex 9020,29V2FB2,,2/6/2020 3:11:10 PM,Success
B9VZ942 - UNKNOWN,Optiplex 9020,B9VZ942,,2/10/2020 10:01:04 PM,Success
JCWHKH2 - UNKNOWN,Optiplex 7050,JCWHKH2,,1/29/2020 12:32:36 PM,Success
BR5LQ22 - UNKNOWN,Optiplex 7020,BR5LQ22,,2/10/2020 7:58:48 PM,Success
7ZQHQD2 - UNKNOWN,Optiplex 7040,7ZQHQD2,,2/3/2020 2:00:24 PM,Success
DN4NCP2 - UNKNOWN,Optiplex 7050,DN4NCP2,,1/26/2020 7:00:29 PM,Success
4J78TQ2 - UNKNOWN,Latitude 7490,4J78TQ2,,1/31/2020 2:48:07 PM,Success
F5TPQW1 - UNKNOWN,Optiplex 9010,F5TPQW1,,2/9/2020 11:12:56 AM,Success
CHTLR22 - UNKNOWN,Optiplex 7020,CHTLR22,,2/10/2020 6:29:48 PM,Success
6KTJFB2 - UNKNOWN,Optiplex 7020,6KTJFB2,,2/10/2020 8:42:48 PM,Success
C9HGRD2 - UNKNOWN,Optiplex 7040,C9HGRD2,,2/6/2020 11:00:28 AM,Success
C3JCRD2 - UNKNOWN,Optiplex 7040,C3JCRD2,,2/1/2020 7:00:36 PM,Success
7R2TVV1 - UNKNOWN,OptiPlex 990,7R2TVV1,,2/8/2020 7:46:11 PM,Success
410YVP2 - UNKNOWN,Optiplex 7050,410YVP2,,1/29/2020 11:30:14 PM,Success
DL1JHQ1 - UNKNOWN,OptiPlex 990,DL1JHQ1,,1/9/2020 11:11:08 PM,Success
C3CQB42 - UNKNOWN,Optiplex 7020,C3CQB42,,2/7/2020 1:22:49 PM,Success
2CKTLS1 - UNKNOWN,Optiplex 790,2CKTLS1,,2/10/2020 8:19:22 PM,Success
7LR0RP2 - UNKNOWN,Optiplex 7050,7LR0RP2,,1/29/2020 4:36:51 AM,Success
7LPC8M2 - UNKNOWN,Optiplex 7050,7LPC8M2,,1/28/2020 7:47:49 PM,Success
G5NCQD2 - UNKNOWN,Optiplex 7040,G5NCQD2,,2/3/2020 4:53:51 AM,Success
9S4JJB2 - UNKNOWN,Optiplex 7050,9S4JJB2,,1/21/2020 3:00:34 AM,Success
3SK39N2 - UNKNOWN,Optiplex 7050,3SK39N2,,1/29/2020 3:07:45 AM,Success
C3R8GK2 - UNKNOWN,Brianna (ODI- Graduate Assistant),C3R8GK2,,,Success
5BWHQN1 - UNKNOWN,Optiplex 780,5BWHQN1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
7YJTHL2 - UNKNOWN,Optiplex 7050,7YJTHL2,,1/29/2020 12:11:07 AM,Success
H9KKMN2 - UNKNOWN,Optiplex 7050,H9KKMN2,,1/20/2020 1:25:37 AM,Success
C3MQB42 - UNKNOWN,Optiplex 7020,C3MQB42,,9/13/2019 6:36:23 AM,Success
D00916,Optiplex 7020,7N2T482,pre13004,2/10/2020 2:08:12 PM,Success
6WWT7P1 - UNKNOWN,Precision M6500,6WWT7P1,,,Success
8BTVHQ1 - UNKNOWN,Optiplex 790,8BTVHQ1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
BT04CM2 - UNKNOWN,Optiplex 7050,BT04CM2,,2/7/2020 7:26:19 PM,Success
148FX12 - UNKNOWN,Optiplex 7010,148FX12,,2/10/2020 10:07:11 PM,Success
HFB6CP2 - UNKNOWN,Optiplex 7050,HFB6CP2,,2/9/2020 10:49:24 PM,Success
HSBDXM2 - UNKNOWN,Optiplex 7050,HSBDXM2,,2/9/2020 8:53:34 PM,Success
5FBGF42 - UNKNOWN,Optiplex 7020,5FBGF42,,2/10/2020 1:10:30 PM,Success
DN4MCP2 - UNKNOWN,Optiplex 7050,DN4MCP2,,2/10/2020 12:39:34 AM,Success
H0LTXK2 - UNKNOWN,Optiplex 7050,H0LTXK2,,2/6/2020 3:00:11 AM,Success
W58141,Optiplex 7010,2PHNZV1,,2/10/2020 12:13:05 PM,Success
SP031541774254 - UNKNOWN,Surface Book 2,SP031541774254,,,Success
7Q0KHH2 - UNKNOWN,Optiplex 7040,7Q0KHH2,,2/4/2020 2:06:58 AM,Success
GJ3WRL1 - UNKNOWN,Optiplex 780,GJ3WRL1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
447RBY1 - UNKNOWN,Optiplex 7010,447RBY1,,2/8/2020 4:11:40 PM,Success
148SX12 - UNKNOWN,Optiplex 7010,148SX12,,2/11/2020 1:48:03 AM,Success
BRGCQ22 - UNKNOWN,Optiplex 7020,BRGCQ22,,2/11/2020 1:19:09 AM,Success
G7S4YR1 - UNKNOWN,Optiplex 790,G7S4YR1,,2/10/2020 7:42:39 PM,Success
9YMRXK2 - UNKNOWN,Optiplex 7050,9YMRXK2,,2/7/2020 1:04:12 PM,Success
14GRX12 - UNKNOWN,Optiplex 7010,14GRX12,,2/11/2020 1:32:31 AM,Success
7YNPHL2 - UNKNOWN,Optiplex 7050,7YNPHL2,,2/9/2020 7:33:09 AM,Success
DPPR0R1 - UNKNOWN,Optiplex 790,DPPR0R1,,2/10/2020 8:54:03 PM,Success
CGQQR22 - UNKNOWN,Optiplex 7020,CGQQR22,,2/8/2020 10:59:52 PM,Success
82GG1R1 - UNKNOWN,Optiplex 790,82GG1R1,,2/11/2020 1:40:22 AM,Success
8BPVHQ1 - UNKNOWN,Optiplex 790,8BPVHQ1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
W55355,OptiPlex 990,3R6TWR1,raj03005,2/9/2020 9:02:06 AM,Success
GFZC2H2 - UNKNOWN,Latitude E7470,GFZC2H2,,2/11/2020 1:58:46 AM,Success
4L39V12 - UNKNOWN,Optiplex 7010,4L39V12,,2/10/2020 6:34:10 PM,Success
G1SFCX1 - UNKNOWN,Optiplex 9010,G1SFCX1,,2/9/2020 9:27:53 PM,Success
7PHGL72 - UNKNOWN,Latitude E5470,7PHGL72,,,Success
2VHGRP2 - UNKNOWN,Optiplex 7050,2VHGRP2,,2/9/2020 4:18:36 AM,Success
1BZFXD2 - UNKNOWN,Optiplex 7040,1BZFXD2,,2/4/2020 4:15:39 AM,Success
8BQ4XK2 - UNKNOWN,Optiplex 7050,8BQ4XK2,,2/9/2020 11:57:23 AM,Success
D02275,Optiplex 7040,DQJBKB2,cnb09006,2/6/2020 7:14:15 PM,Success
9JQCS22 - UNKNOWN,Optiplex 7020,9JQCS22,,2/10/2020 9:15:49 PM,Success
40T1SW1 - UNKNOWN,Optiplex 9010,40T1SW1,,10/31/2019 3:01:05 PM,Success
6X8LR52 - UNKNOWN,Optiplex 7020,6X8LR52,,2/11/2020 1:07:10 AM,Success
2661CW1 - UNKNOWN,Latitude E6430,2661CW1,,2/5/2020 3:50:26 PM,Success
D7GQD42 - UNKNOWN,Optiplex 7020,D7GQD42,,2/10/2020 3:02:36 AM,Success
C10204,Dell Precision 5810  tower,37XMND2,yal08006,,Success
75FH482 - UNKNOWN,Optiplex 7040,75FH482,,2/3/2020 3:34:17 AM,Success
1FF3GQ2 - UNKNOWN,Optiplex 7050,1FF3GQ2,,2/9/2020 8:39:38 PM,Success
STNEAG-FTHKG12 - UNKNOWN,Latitude E6440,STNEAG-FTHKG12,,12/2/2019 10:26:19 AM,Success
D68KC42 - UNKNOWN,Optiplex 7020,D68KC42,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
8H7MDH2 - UNKNOWN,Optiplex 7040,8H7MDH2,,2/6/2020 10:56:11 AM,Success
C04929,Optiplex 7050,8L8V4F2,cop12003,2/8/2020 3:12:14 AM,Success
5YQ0V12 - UNKNOWN,Optiplex 7010,5YQ0V12,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
7JVQX12 - UNKNOWN,Optiplex 7010,7JVQX12,,2/8/2020 4:40:06 PM,Success
GB5WJS1 - UNKNOWN,OptiPlex 990,GB5WJS1,,2/10/2020 1:28:56 AM,Success
GB1G9Y1 - UNKNOWN,Optiplex 7010,GB1G9Y1,,9/5/2019 3:36:15 AM,Success
14DGX12 - UNKNOWN,Optiplex 7010,14DGX12,,2/5/2020 10:07:09 PM,Success
3W5RCP2 - UNKNOWN,Optiplex 7050,3W5RCP2,,2/9/2020 7:29:21 PM,Success
7YMTHL2 - UNKNOWN,Optiplex 7050,7YMTHL2,,2/9/2020 6:23:55 PM,Success
H9KLMN2 - UNKNOWN,Optiplex 7050,H9KLMN2,,2/10/2020 12:34:23 AM,Success
4JTQCP2 - UNKNOWN,Optiplex 7050,4JTQCP2,,2/9/2020 7:46:39 PM,Success
G17T7M2 - UNKNOWN,Optiplex 7050,G17T7M2,,2/9/2020 7:00:32 PM,Success
C3K6RD2 - UNKNOWN,Optiplex 7040,C3K6RD2,,2/6/2020 7:47:42 PM,Success
14DRX12 - UNKNOWN,Optiplex 7010,14DRX12,,2/10/2020 5:34:47 PM,Success
D05311,Optiplex 7050,5GH0RP2,mar05011,2/7/2020 3:17:05 PM,Success
BPGB8M2 - UNKNOWN,Optiplex 7050,BPGB8M2,,2/9/2020 1:12:57 PM,Success
GDM7QD2 - UNKNOWN,Optiplex 7040,GDM7QD2,,2/6/2020 7:42:42 PM,Success
G53RDH2 - UNKNOWN,Optiplex 7040,G53RDH2,,2/6/2020 11:25:20 PM,Success
5XT4PD2 - UNKNOWN,Optiplex 7040,5XT4PD2,,2/5/2020 2:42:56 PM,Success
DN2NCP2 - UNKNOWN,Optiplex 7050,DN2NCP2,,2/7/2020 3:06:32 AM,Success
3GX0WR1 - UNKNOWN,Optiplex 780,3GX0WR1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
STNEAG-J6P9CS2 - UNKNOWN,Optiplex 7060,STNEAG-J6P9CS2,,2/9/2020 4:48:06 PM,Success
4M2SHQ2 - UNKNOWN,Optiplex 7060,4M2SHQ2,,2/10/2020 1:52:06 PM,Success
HSJ8482 - UNKNOWN,Optiplex 7020,HSJ8482,,1/31/2020 9:43:54 AM,Success
8BP5XK2 - UNKNOWN,Optiplex 7050,8BP5XK2,,2/10/2020 7:50:37 PM,Success
GFFTHH2 - UNKNOWN,Optiplex 3040,GFFTHH2,,2/11/2020 1:44:14 AM,Success
F3H8QD2 - UNKNOWN,Precision 3420,F3H8QD2,,,Success
GYJ1ZV1 - UNKNOWN,Optiplex 9010,GYJ1ZV1,,2/9/2020 8:56:44 PM,Success
JGMVQ72 - UNKNOWN,Latitude 7450,JGMVQ72,,1/15/2020 12:16:04 PM,Success
27RLMN2 - UNKNOWN,Optiplex 7050,27RLMN2,,2/11/2020 1:23:21 AM,Success
F9X2B42 - UNKNOWN,Optiplex 7020,F9X2B42,,2/10/2020 10:22:56 AM,Success
F3XFCP2 - UNKNOWN,Optiplex 7050,F3XFCP2,,2/9/2020 2:51:54 AM,Success
HSJD482 - UNKNOWN,Optiplex 7020,HSJD482,,2/5/2020 8:42:45 AM,Success
3tvsh02 - UNKNOWN,Optiplex 7010,3tvsh02,,1/4/2020 4:11:40 AM,Success
4QW1DH2 - UNKNOWN,Optiplex 7040,4QW1DH2,,2/4/2020 12:30:10 PM,Success
12PVJS1 - UNKNOWN,Optiplex 7020,12PVJS1,,2/10/2020 3:54:15 PM,Success
DX66T52 - UNKNOWN,Optiplex 9020,DX66T52,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
80YGZV1 - UNKNOWN,Optiplex 7010,80YGZV1,,2/6/2020 10:33:06 PM,Success
2R3CXD2 - UNKNOWN,Optiplex 7040,2R3CXD2,,2/6/2020 3:02:59 AM,Success
BRCBQ22 - UNKNOWN,Optiplex 7020,BRCBQ22,,2/10/2020 7:00:47 PM,Success
GVWWW52 - UNKNOWN,Optiplex 9020,GVWWW52,,2/10/2020 6:50:49 PM,Success
HSJC482 - UNKNOWN,Optiplex 7020,HSJC482,,2/5/2020 3:19:08 AM,Success
6599XM2 - UNKNOWN,Optiplex 7050,6599XM2,,2/5/2020 10:03:23 PM,Success
7YKTHL2 - UNKNOWN,Optiplex 7050,7YKTHL2,,2/9/2020 11:15:16 PM,Success
STNEAG-2L1VLJ1 - UNKNOWN,Caroline - Optiplex 960,STNEAG-2L1VLJ1,,,Success
8BP6XK2 - UNKNOWN,Optiplex 7050,8BP6XK2,,2/9/2020 7:57:44 PM,Success
6SL9S22 - UNKNOWN,Optiplex 9020,6SL9S22,,2/8/2020 3:58:36 AM,Success
51HZVR1 - UNKNOWN,Optiplex 790,51HZVR1,,2/6/2020 7:49:50 PM,Success
56Q6JH2 - UNKNOWN,Optiplex 7040,56Q6JH2,,2/7/2020 12:53:04 AM,Success
9L8BJB2 - UNKNOWN,Optiplex 7040,9L8BJB2,,2/6/2020 2:44:13 PM,Success
978XQL1 - UNKNOWN,Optiplex 960,978XQL1,,,Success
41CDGK2 - UNKNOWN,Optiplex 7050,41CDGK2,,2/8/2020 8:49:47 AM,Success
